statsec;deelgemeente;gemeente;statsec_naam;gemeente_naam;provincie;statsec_naam_lang;deelgemeente_naam
11001A00-;11001A;11001;Aartselaar-Centrum;Aartselaar;10000;Aartselaar-Centrum (11001A00-);Aartselaar
11001A01-;11001A;11001;De Leeuwerik;Aartselaar;10000;De Leeuwerik (11001A01-);Aartselaar
11001A020;11001A;11001;Buerstede;Aartselaar;10000;Buerstede (11001A020);Aartselaar
11001A030;11001A;11001;Ysselaar;Aartselaar;10000;Ysselaar (11001A030);Aartselaar
11001A042;11001A;11001;Kleine Grippe;Aartselaar;10000;Kleine Grippe (11001A042);Aartselaar
11001A052;11001A;11001;Leug;Aartselaar;10000;Leug (11001A052);Aartselaar
11001A063;11001A;11001;Ten Dorpe;Aartselaar;10000;Ten Dorpe (11001A063);Aartselaar
11001A074;11001A;11001;Bruinen Baard;Aartselaar;10000;Bruinen Baard (11001A074);Aartselaar
11001A091;11001A;11001;Kleistraat - Oever;Aartselaar;10000;Kleistraat - Oever (11001A091);Aartselaar
11001A0MA;11001A;11001;Cleydael-Kasteel;Aartselaar;10000;Cleydael-Kasteel (11001A0MA);Aartselaar
11001A0PA;11001A;11001;Zinkval;Aartselaar;10000;Zinkval (11001A0PA);Aartselaar
11001A10-;11001A;11001;'t Heiken;Aartselaar;10000;'t Heiken (11001A10-);Aartselaar
11001A173;11001A;11001;Notelaan;Aartselaar;10000;Notelaan (11001A173);Aartselaar
11001A190;11001A;11001;De Reukens;Aartselaar;10000;De Reukens (11001A190);Aartselaar
11001A20-;11001A;11001;De Koekoek;Aartselaar;10000;De Koekoek (11001A20-);Aartselaar
11001A21-;11001A;11001;Vierpalen;Aartselaar;10000;Vierpalen (11001A21-);Aartselaar
11001ZZZZ;11001ONBE;11001;Aartselaar - niet te lokaliseren;Aartselaar;10000;Aartselaar - niet te lokaliseren (11001ZZZZ);Aartselaar - niet te lokaliseren
1100212MQ;11002-Y;11002;Stabroek;Antwerpen;10000;Stabroek (1100212MQ);Berendrecht-Zandvliet-Lillo
11002A00-;11002-Z;11002;Antwerpen Kern - Oude Stad (Spaanse Wallen );Antwerpen;10000;Antwerpen Kern - Oude Stad (Spaanse Wallen ) (11002A00-);Antwerpen
11002A01-;11002-Z;11002;Klapdorp - Brouwersvliet;Antwerpen;10000;Klapdorp - Brouwersvliet (11002A01-);Antwerpen
11002A02-;11002-Z;11002;Groenplaats (Spaanse Wallen);Antwerpen;10000;Groenplaats (Spaanse Wallen) (11002A02-);Antwerpen
11002A03-;11002-Z;11002;Hoogstraat (Spaanse Wallen);Antwerpen;10000;Hoogstraat (Spaanse Wallen) (11002A03-);Antwerpen
11002A04-;11002-Z;11002;Oudaan (Spaanse Wallen);Antwerpen;10000;Oudaan (Spaanse Wallen) (11002A04-);Antwerpen
11002A05-;11002-Z;11002;Gevangenis (Spaanse Wallen);Antwerpen;10000;Gevangenis (Spaanse Wallen) (11002A05-);Antwerpen
11002A081;11002-Z;11002;Scheldekaden Noord;Antwerpen;10000;Scheldekaden Noord (11002A081);Antwerpen
11002A10-;11002-Z;11002;Meir - Leysstraat (Sp Wallen);Antwerpen;10000;Meir - Leysstraat (Sp Wallen) (11002A10-);Antwerpen
11002A11-;11002-Z;11002;Kipdorp-St -Jacobs (Sp Wallen);Antwerpen;10000;Kipdorp-St -Jacobs (Sp Wallen) (11002A11-);Antwerpen
11002A12-;11002-Z;11002;K N S -Nat Bank (Sp Wallen);Antwerpen;10000;K N S -Nat Bank (Sp Wallen) (11002A12-);Antwerpen
11002A13-;11002-Z;11002;Stadswaag-Begijnhof (Sp Wallen);Antwerpen;10000;Stadswaag-Begijnhof (Sp Wallen) (11002A13-);Antwerpen
11002A14-;11002-Z;11002;Tabaksvest (Spaanse Wallen);Antwerpen;10000;Tabaksvest (Spaanse Wallen) (11002A14-);Antwerpen
11002A15-;11002-Z;11002;Hessenhuis (Spaanse Wallen);Antwerpen;10000;Hessenhuis (Spaanse Wallen) (11002A15-);Antwerpen
11002A21-;11002-Z;11002;St -Andries (Spaanse Wallen);Antwerpen;10000;St -Andries (Spaanse Wallen) (11002A21-);Antwerpen
11002A22-;11002-Z;11002;St -Michielskaai (Sp Wallen);Antwerpen;10000;St -Michielskaai (Sp Wallen) (11002A22-);Antwerpen
11002B701;11002-Z;11002;Linkeroever-Zuid (Linkeroever);Antwerpen;10000;Linkeroever-Zuid (Linkeroever) (11002B701);Antwerpen
11002B71-;11002-Z;11002;Linkeroever - Station;Antwerpen;10000;Linkeroever - Station (11002B71-);Antwerpen
11002B721;11002-Z;11002;Linkeroever-Noord;Antwerpen;10000;Linkeroever-Noord (11002B721);Antwerpen
11002B73-;11002-Z;11002;St -Anna (Linkeroever);Antwerpen;10000;St -Anna (Linkeroever) (11002B73-);Antwerpen
11002B742;11002-Z;11002;Thoenetlaan (Linkeroever);Antwerpen;10000;Thoenetlaan (Linkeroever) (11002B742);Antwerpen
11002B752;11002-Z;11002;Gloriantlaan (Linkeroever);Antwerpen;10000;Gloriantlaan (Linkeroever) (11002B752);Antwerpen
11002B782;11002-Z;11002;Galgeweel (Linkeroever);Antwerpen;10000;Galgeweel (Linkeroever) (11002B782);Antwerpen
11002B791;11002-Z;11002;St -Annabos (Linkeroever );Antwerpen;10000;St -Annabos (Linkeroever ) (11002B791);Antwerpen
11002B813;11002-Z;11002;Blancefloerlaan (Linkeroever);Antwerpen;10000;Blancefloerlaan (Linkeroever) (11002B813);Antwerpen
11002B824;11002-Z;11002;Charles De Costerlaan (L Oever);Antwerpen;10000;Charles De Costerlaan (L Oever) (11002B824);Antwerpen
11002C20-;11002-Z;11002;Statiekwartier (Stationswijk);Antwerpen;10000;Statiekwartier (Stationswijk) (11002C20-);Antwerpen
11002C21-;11002-Z;11002;Atheneum (Stationswijk);Antwerpen;10000;Atheneum (Stationswijk) (11002C21-);Antwerpen
11002C22-;11002-Z;11002;De Conincplein-Z (Stationsw );Antwerpen;10000;De Conincplein-Z (Stationsw ) (11002C22-);Antwerpen
11002C23-;11002-Z;11002;Offerandestraat (Stationswijk );Antwerpen;10000;Offerandestraat (Stationswijk ) (11002C23-);Antwerpen
11002C24-;11002-Z;11002;Provinciestraat (Stationswijk );Antwerpen;10000;Provinciestraat (Stationswijk ) (11002C24-);Antwerpen
11002C25-;11002-Z;11002;Pelikaanstraat (Stationswijk );Antwerpen;10000;Pelikaanstraat (Stationswijk ) (11002C25-);Antwerpen
11002C28-;11002-Z;11002;Station - Zoo (Stationswijk );Antwerpen;10000;Station - Zoo (Stationswijk ) (11002C28-);Antwerpen
11002C29-;11002-Z;11002;Stadspark (Stationswijk );Antwerpen;10000;Stadspark (Stationswijk ) (11002C29-);Antwerpen
11002C31-;11002-Z;11002;Jezuitencollege (Stationswijk );Antwerpen;10000;Jezuitencollege (Stationswijk ) (11002C31-);Antwerpen
11002C41-;11002-Z;11002;Dambruggestraat-N (Stationsw );Antwerpen;10000;Dambruggestraat-N (Stationsw ) (11002C41-);Antwerpen
11002C42-;11002-Z;11002;De Zavel (Noordwijk );Antwerpen;10000;De Zavel (Noordwijk ) (11002C42-);Antwerpen
11002C43-;11002-Z;11002;St -Willebrordus (Noordwijk );Antwerpen;10000;St -Willebrordus (Noordwijk ) (11002C43-);Antwerpen
11002C44-;11002-Z;11002;Potgieterstraat (Noordwijk);Antwerpen;10000;Potgieterstraat (Noordwijk) (11002C44-);Antwerpen
11002C45-;11002-Z;11002;Stuivenberg Ziekenhuis (Noordw);Antwerpen;10000;Stuivenberg Ziekenhuis (Noordw) (11002C45-);Antwerpen
11002C491;11002-Z;11002;Schijnpoort (Dam-Schijnpoort );Antwerpen;10000;Schijnpoort (Dam-Schijnpoort ) (11002C491);Antwerpen
11002D30-;11002-Z;11002;Charlottalei (Oostwijk);Antwerpen;10000;Charlottalei (Oostwijk) (11002D30-);Antwerpen
11002D31-;11002-Z;11002;Astrid Bad (Oostwijk);Antwerpen;10000;Astrid Bad (Oostwijk) (11002D31-);Antwerpen
11002D32-;11002-Z;11002;St -Vincentius (Oostwijk);Antwerpen;10000;St -Vincentius (Oostwijk) (11002D32-);Antwerpen
11002D33-;11002-Z;11002;Stadspark-Zuid (Oostwijk);Antwerpen;10000;Stadspark-Zuid (Oostwijk) (11002D33-);Antwerpen
11002D34-;11002-Z;11002;Dageraadplaats - Ooststatie (Oostwijk);Antwerpen;10000;Dageraadplaats - Ooststatie (Oostwijk) (11002D34-);Antwerpen
11002D35-;11002-Z;11002;Van Diepenbeeckstr (Oostwijk);Antwerpen;10000;Van Diepenbeeckstr (Oostwijk) (11002D35-);Antwerpen
11002D38-;11002-Z;11002;Gas (Oostwijk);Antwerpen;10000;Gas (Oostwijk) (11002D38-);Antwerpen
11002D41-;11002-Z;11002;Stappaerts - Krijgshospitaal (Oostwijk);Antwerpen;10000;Stappaerts - Krijgshospitaal (Oostwijk) (11002D41-);Antwerpen
11002D42-;11002-Z;11002;Lamorinierestr -Zuid (Ebes) (Oostwijk);Antwerpen;10000;Lamorinierestr -Zuid (Ebes) (Oostwijk) (11002D42-);Antwerpen
11002E122;11002-Z;11002;Waalse Kaai (Zuidwijk);Antwerpen;10000;Waalse Kaai (Zuidwijk) (11002E122);Antwerpen
11002E131;11002-Z;11002;Vlaamse Kaai (Zuidwijk);Antwerpen;10000;Vlaamse Kaai (Zuidwijk) (11002E131);Antwerpen
11002E14-;11002-Z;11002;Museumwijk (Zuidwijk);Antwerpen;10000;Museumwijk (Zuidwijk) (11002E14-);Antwerpen
11002E15-;11002-Z;11002;Gerechtshof (Zuidwijk);Antwerpen;10000;Gerechtshof (Zuidwijk) (11002E15-);Antwerpen
11002E19-;11002-Z;11002;Oude Schippersdokken (Zuidwijk);Antwerpen;10000;Oude Schippersdokken (Zuidwijk) (11002E19-);Antwerpen
11002E50-;11002-Z;11002;Bell (Zuidwijk);Antwerpen;10000;Bell (Zuidwijk) (11002E50-);Antwerpen
11002E521;11002-Z;11002;Lange Elzenstraat (Zuidwijk);Antwerpen;10000;Lange Elzenstraat (Zuidwijk) (11002E521);Antwerpen
11002E53-;11002-Z;11002;Troonplaats (Zuidwijk);Antwerpen;10000;Troonplaats (Zuidwijk) (11002E53-);Antwerpen
11002E551;11002-Z;11002;Gerechtshof (Zuidwijk);Antwerpen;10000;Gerechtshof (Zuidwijk) (11002E551);Antwerpen
11002E5MJ;11002-Z;11002;Sphaghettiknooop (Kiel);Antwerpen;10000;Sphaghettiknooop (Kiel) (11002E5MJ);Antwerpen
11002F11-;11002-Z;11002;St -Catharina (Kiel);Antwerpen;10000;St -Catharina (Kiel) (11002F11-);Antwerpen
11002F12-;11002-Z;11002;Maurits Sabbelaan (Kiel);Antwerpen;10000;Maurits Sabbelaan (Kiel) (11002F12-);Antwerpen
11002F21-;11002-Z;11002;Kolonielaan (Cam Huysmansl );Antwerpen;10000;Kolonielaan (Cam Huysmansl ) (11002F21-);Antwerpen
11002F223;11002-Z;11002;Volhardingsstraat (Kiel);Antwerpen;10000;Volhardingsstraat (Kiel) (11002F223);Antwerpen
11002F60-;11002-Z;11002;Kiel - Centrum (Kiel);Antwerpen;10000;Kiel - Centrum (Kiel) (11002F60-);Antwerpen
11002F61-;11002-Z;11002;Boomse Stwg-Beerschot (Kiel);Antwerpen;10000;Boomse Stwg-Beerschot (Kiel) (11002F61-);Antwerpen
11002F62-;11002-Z;11002;Beerschot - Stadion (Kiel);Antwerpen;10000;Beerschot - Stadion (Kiel) (11002F62-);Antwerpen
11002F64-;11002-Z;11002;Jan De Voslei (Kiel);Antwerpen;10000;Jan De Voslei (Kiel) (11002F64-);Antwerpen
11002F65-;11002-Z;11002;Pius X (Kiel);Antwerpen;10000;Pius X (Kiel) (11002F65-);Antwerpen
11002F6MJ;11002-Z;11002;Petroleum - Scheldekaden-Z;Antwerpen;10000;Petroleum - Scheldekaden-Z (11002F6MJ);Antwerpen
11002F6NJ;11002-Z;11002;Kielse Polder (Kiel);Antwerpen;10000;Kielse Polder (Kiel) (11002F6NJ);Antwerpen
11002G51-;11002-Z;11002;St -Laurentius (Zuidwijk);Antwerpen;10000;St -Laurentius (Zuidwijk) (11002G51-);Antwerpen
11002G522;11002-Z;11002;Fransen Plaats (Zuidwijk);Antwerpen;10000;Fransen Plaats (Zuidwijk) (11002G522);Antwerpen
11002G53-;11002-Z;11002;Harmonie (Zuidwijk);Antwerpen;10000;Harmonie (Zuidwijk) (11002G53-);Antwerpen
11002G54-;11002-Z;11002;Karel Oomstraat;Antwerpen;10000;Karel Oomstraat (11002G54-);Antwerpen
11002G552;11002-Z;11002;C Teichmann Plaats (Zuidwijk);Antwerpen;10000;C Teichmann Plaats (Zuidwijk) (11002G552);Antwerpen
11002G59-;11002-Z;11002;Albertpark (Oostwijk);Antwerpen;10000;Albertpark (Oostwijk) (11002G59-);Antwerpen
11002G72-;11002-Z;11002;Wilrijkspl -W (Wilrijksplein);Antwerpen;10000;Wilrijkspl -W (Wilrijksplein) (11002G72-);Antwerpen
11002G73-;11002-Z;11002;Blokken-Kruishofstr (Wilr Pl);Antwerpen;10000;Blokken-Kruishofstr (Wilr Pl) (11002G73-);Antwerpen
11002G74-;11002-Z;11002;Den Brandt (Wilrijksplein);Antwerpen;10000;Den Brandt (Wilrijksplein) (11002G74-);Antwerpen
11002G75-;11002-Z;11002;Oosterveld (Wilrijkspein);Antwerpen;10000;Oosterveld (Wilrijkspein) (11002G75-);Antwerpen
11002G780;11002-Z;11002;Nachtegalenpark (Wilrijksplein);Antwerpen;10000;Nachtegalenpark (Wilrijksplein) (11002G780);Antwerpen
11002H40-;11002-Z;11002;St -Amandus (Noordwijk);Antwerpen;10000;St -Amandus (Noordwijk) (11002H40-);Antwerpen
11002H41-;11002-Z;11002;Stuivenberg-West;Antwerpen;10000;Stuivenberg-West (11002H41-);Antwerpen
11002H43-;11002-Z;11002;St -Jansplein-Trapstr (N Wijk);Antwerpen;10000;St -Jansplein-Trapstr (N Wijk) (11002H43-);Antwerpen
11002H44-;11002-Z;11002;Stuivenbergplein (Noordwijk);Antwerpen;10000;Stuivenbergplein (Noordwijk) (11002H44-);Antwerpen
11002H4MJ;11002-Z;11002;Station Stuivenberg;Antwerpen;10000;Station Stuivenberg (11002H4MJ);Antwerpen
11002H83-;11002-Z;11002;Slachthuiswijk (Dam-Schijnpoort);Antwerpen;10000;Slachthuiswijk (Dam-Schijnpoort) (11002H83-);Antwerpen
11002H84-;11002-Z;11002;Dam (Dam - Schijnpoort);Antwerpen;10000;Dam (Dam - Schijnpoort) (11002H84-);Antwerpen
11002H8MJ;11002-Z;11002;Dam- Lobroekdok (Schijnpoort);Antwerpen;10000;Dam- Lobroekdok (Schijnpoort) (11002H8MJ);Antwerpen
11002J072;11002-Z;11002;Oude Haven;Antwerpen;10000;Oude Haven (11002J072);Antwerpen
11002J80-;11002-Z;11002;Luchtbal-Zuid;Antwerpen;10000;Luchtbal-Zuid (11002J80-);Antwerpen
11002J81-;11002-Z;11002;Luchtbal-Noord;Antwerpen;10000;Luchtbal-Noord (11002J81-);Antwerpen
11002J820;11002-Z;11002;Ijzerlaan (Dam - Schijnport);Antwerpen;10000;Ijzerlaan (Dam - Schijnport) (11002J820);Antwerpen
11002J83-;11002-Z;11002;Duboisstraat (Noordwijk);Antwerpen;10000;Duboisstraat (Noordwijk) (11002J83-);Antwerpen
11002J84-;11002-Z;11002;Willemdok (Spaanse Wallen);Antwerpen;10000;Willemdok (Spaanse Wallen) (11002J84-);Antwerpen
11002J85-;11002-Z;11002;'t Eilandje;Antwerpen;10000;'t Eilandje (11002J85-);Antwerpen
11002J873;11002-Z;11002;Houtdok;Antwerpen;10000;Houtdok (11002J873);Antwerpen
11002J881;11002-Z;11002;Polder (Ekeren);Antwerpen;10000;Polder (Ekeren) (11002J881);Antwerpen
11002J901;11002-Z;11002;Schoonbroek Handboog;Antwerpen;10000;Schoonbroek Handboog (11002J901);Antwerpen
11002J912;11002-Z;11002;Gr Hagelkruis-L Baekelandstr;Antwerpen;10000;Gr Hagelkruis-L Baekelandstr (11002J912);Antwerpen
11002J923;11002-Z;11002;Schoonbroek - Tweekronen;Antwerpen;10000;Schoonbroek - Tweekronen (11002J923);Antwerpen
11002J932;11002-Z;11002;Donkse Beek (Ekeren);Antwerpen;10000;Donkse Beek (Ekeren) (11002J932);Antwerpen
11002J94-;11002-Z;11002;Leugenberg-Zuid (Ekeren);Antwerpen;10000;Leugenberg-Zuid (Ekeren) (11002J94-);Antwerpen
11002K171;11002-Z;11002;Albertdok;Antwerpen;10000;Albertdok (11002K171);Antwerpen
11002K172;11002-Z;11002;Marshall-En Industriedok Esso;Antwerpen;10000;Marshall-En Industriedok Esso (11002K172);Antwerpen
11002K173;11002-Z;11002;Leopolddok Ford-Fabrieken;Antwerpen;10000;Leopolddok Ford-Fabrieken (11002K173);Antwerpen
11002K174;11002-Z;11002;Luithagen Ford-Fabrieken;Antwerpen;10000;Luithagen Ford-Fabrieken (11002K174);Antwerpen
11002K175;11002-Z;11002;Churchilldok-G M Contin;Antwerpen;10000;Churchilldok-G M Contin (11002K175);Antwerpen
11002K1MN;11002-Z;11002;Walenhoek Antwerpen-Noord (Vormingsstation);Antwerpen;10000;Walenhoek Antwerpen-Noord (Vormingsstation) (11002K1MN);Antwerpen
11002K214;11002-Y;11002;Lillo - Fort;Antwerpen;10000;Lillo - Fort (11002K214);Berendrecht-Zandvliet-Lillo
11002K271;11002-Y;11002;District Lillo Tunnel-Noord;Antwerpen;10000;District Lillo Tunnel-Noord (11002K271);Berendrecht-Zandvliet-Lillo
11002K272;11002-Y;11002;District Lillo Tunnel-Zuid;Antwerpen;10000;District Lillo Tunnel-Zuid (11002K272);Berendrecht-Zandvliet-Lillo
11002K2MN;11002-Y;11002;District Lillo Tunnel-Zuid;Antwerpen;10000;District Lillo Tunnel-Zuid (11002K2MN);Berendrecht-Zandvliet-Lillo
11002L000;11002-Y;11002;Zandvliet-Kern (Zandvl -5 Dist);Antwerpen;10000;Zandvliet-Kern (Zandvl -5 Dist) (11002L000);Berendrecht-Zandvliet-Lillo
11002L011;11002-Y;11002;Stalshoek (Zandvliet-5 Distr );Antwerpen;10000;Stalshoek (Zandvliet-5 Distr ) (11002L011);Berendrecht-Zandvliet-Lillo
11002L022;11002-Y;11002;Grote Ruigeheide (Zandvl -5dis);Antwerpen;10000;Grote Ruigeheide (Zandvl -5dis) (11002L022);Berendrecht-Zandvliet-Lillo
11002L070;11002-Y;11002;Havengebied (Zandvliet-5 Dis);Antwerpen;10000;Havengebied (Zandvliet-5 Dis) (11002L070);Berendrecht-Zandvliet-Lillo
11002L090;11002-Y;11002;Noordlaanpolder-Verspr Bew (Zandvliet - 5 District);Antwerpen;10000;Noordlaanpolder-Verspr Bew (Zandvliet - 5 District) (11002L090);Berendrecht-Zandvliet-Lillo
11002L100;11002-Y;11002;Berendrecht - Kern (Berendrecht - 4 District);Antwerpen;10000;Berendrecht - Kern (Berendrecht - 4 District) (11002L100);Berendrecht-Zandvliet-Lillo
11002L111;11002-Y;11002;Steenhovenstraat (Berendrecht - 4 District);Antwerpen;10000;Steenhovenstraat (Berendrecht - 4 District) (11002L111);Berendrecht-Zandvliet-Lillo
11002L122;11002-Y;11002;Viswater (Berendrecht - 4 Dist);Antwerpen;10000;Viswater (Berendrecht - 4 Dist) (11002L122);Berendrecht-Zandvliet-Lillo
11002L17-;11002-Y;11002;Havengebied (Berendrecht - 4 D);Antwerpen;10000;Havengebied (Berendrecht - 4 D) (11002L17-);Berendrecht-Zandvliet-Lillo
11002L18-;11002-Y;11002;Kraaienberg (Berendrecht - 4 D);Antwerpen;10000;Kraaienberg (Berendrecht - 4 D) (11002L18-);Berendrecht-Zandvliet-Lillo
11002M0MA;11002-Y;11002;Schelde - Containerterminal;Antwerpen;10000;Schelde - Containerterminal (11002M0MA);Berendrecht-Zandvliet-Lillo
11002M0PA;11002-Z;11002;Schelde;Antwerpen;10000;Schelde (11002M0PA);Antwerpen
11002P00-;11002P;11002;Ekeren-Centrum;Antwerpen;10000;Ekeren-Centrum (11002P00-);Ekeren
11002P01-;11002P;11002;Ekeren-Dorp;Antwerpen;10000;Ekeren-Dorp (11002P01-);Ekeren
11002P02-;11002P;11002;Schoonbroek;Antwerpen;10000;Schoonbroek (11002P02-);Ekeren
11002P03-;11002P;11002;De Geesten;Antwerpen;10000;De Geesten (11002P03-);Ekeren
11002P04-;11002P;11002;Het Zand;Antwerpen;10000;Het Zand (11002P04-);Ekeren
11002P05-;11002P;11002;Leerhoekslaan;Antwerpen;10000;Leerhoekslaan (11002P05-);Ekeren
11002P09-;11002P;11002;Veltwijck;Antwerpen;10000;Veltwijck (11002P09-);Ekeren
11002P100;11002P;11002;Mariaburg;Antwerpen;10000;Mariaburg (11002P100);Ekeren
11002P111;11002P;11002;De Bist;Antwerpen;10000;De Bist (11002P111);Ekeren
11002P12-;11002P;11002;De Noteschelp;Antwerpen;10000;De Noteschelp (11002P12-);Ekeren
11002P192;11002P;11002;Hoge Bist;Antwerpen;10000;Hoge Bist (11002P192);Ekeren
11002P20-;11002P;11002;Hoekakker;Antwerpen;10000;Hoekakker (11002P20-);Ekeren
11002P21-;11002P;11002;Lucaswijk;Antwerpen;10000;Lucaswijk (11002P21-);Ekeren
11002P22-;11002P;11002;Prinshoeveland;Antwerpen;10000;Prinshoeveland (11002P22-);Ekeren
11002P23-;11002P;11002;Lage Bist;Antwerpen;10000;Lage Bist (11002P23-);Ekeren
11002P242;11002P;11002;Klavervelden;Antwerpen;10000;Klavervelden (11002P242);Ekeren
11002P291;11002P;11002;Laar;Antwerpen;10000;Laar (11002P291);Ekeren
11002P392;11002P;11002;Vloeiende;Antwerpen;10000;Vloeiende (11002P392);Ekeren
11002P500;11002P;11002;Leugenberg;Antwerpen;10000;Leugenberg (11002P500);Ekeren
11002P589;11002P;11002;De Hoekx;Antwerpen;10000;De Hoekx (11002P589);Ekeren
11002P590;11002P;11002;Krommestr - Akker - Bredestr - Velden;Antwerpen;10000;Krommestr - Akker - Bredestr - Velden (11002P590);Ekeren
11002Q001;11002Q;11002;Oud Merksem;Antwerpen;10000;Oud Merksem (11002Q001);Merksem
11002Q012;11002Q;11002;Merksem-Centrum;Antwerpen;10000;Merksem-Centrum (11002Q012);Merksem
11002Q021;11002Q;11002;Laatlos;Antwerpen;10000;Laatlos (11002Q021);Merksem
11002Q03-;11002Q;11002;Gagelvelden;Antwerpen;10000;Gagelvelden (11002Q03-);Merksem
11002Q04-;11002Q;11002;Kluizevelden;Antwerpen;10000;Kluizevelden (11002Q04-);Merksem
11002Q052;11002Q;11002;Eigen Heerd;Antwerpen;10000;Eigen Heerd (11002Q052);Merksem
11002Q072;11002Q;11002;Duivelshoek;Antwerpen;10000;Duivelshoek (11002Q072);Merksem
11002Q091;11002Q;11002;Park;Antwerpen;10000;Park (11002Q091);Merksem
11002Q10-;11002Q;11002;Oude Bareel;Antwerpen;10000;Oude Bareel (11002Q10-);Merksem
11002Q11-;11002Q;11002;Merksemheide;Antwerpen;10000;Merksemheide (11002Q11-);Merksem
11002Q12-;11002Q;11002;Kroonwijk;Antwerpen;10000;Kroonwijk (11002Q12-);Merksem
11002Q13-;11002Q;11002;Melgesdreef;Antwerpen;10000;Melgesdreef (11002Q13-);Merksem
11002Q14-;11002Q;11002;Tuinwijk;Antwerpen;10000;Tuinwijk (11002Q14-);Merksem
11002Q17-;11002Q;11002;Merksem-Dokken;Antwerpen;10000;Merksem-Dokken (11002Q17-);Merksem
11002Q201;11002Q;11002;Lambrechtshoeken;Antwerpen;10000;Lambrechtshoeken (11002Q201);Merksem
11002Q212;11002Q;11002;Laarse Baan-West;Antwerpen;10000;Laarse Baan-West (11002Q212);Merksem
11002Q222;11002Q;11002;Rietschoorvelden;Antwerpen;10000;Rietschoorvelden (11002Q222);Merksem
11002Q233;11002Q;11002;Laarse Baan-Oost;Antwerpen;10000;Laarse Baan-Oost (11002Q233);Merksem
11002Q241;11002Q;11002;Kruisbaanvelden;Antwerpen;10000;Kruisbaanvelden (11002Q241);Merksem
11002Q242;11002Q;11002;Kruisbaanvelden;Antwerpen;10000;Kruisbaanvelden (11002Q242);Merksem
11002Q2AA;11002Q;11002;'t Laar;Antwerpen;10000;'t Laar (11002Q2AA);Merksem
11002Q2PA;11002Q;11002;'t Laar;Antwerpen;10000;'t Laar (11002Q2PA);Merksem
11002Q30-;11002Q;11002;Kleine Bareel;Antwerpen;10000;Kleine Bareel (11002Q30-);Merksem
11002Q39-;11002Q;11002;'t Fort;Antwerpen;10000;'t Fort (11002Q39-);Merksem
11002Q49-;11002Q;11002;Sportpaleis;Antwerpen;10000;Sportpaleis (11002Q49-);Merksem
11002R00-;11002R;11002;Deurne - Gemeentehuis;Antwerpen;10000;Deurne - Gemeentehuis (11002R00-);Deurne
11002R01-;11002R;11002;Plankenberg;Antwerpen;10000;Plankenberg (11002R01-);Deurne
11002R02-;11002R;11002;Deurne-Het Dorp;Antwerpen;10000;Deurne-Het Dorp (11002R02-);Deurne
11002R03-;11002R;11002;Gallifort;Antwerpen;10000;Gallifort (11002R03-);Deurne
11002R04-;11002R;11002;Kreglinger;Antwerpen;10000;Kreglinger (11002R04-);Deurne
11002R05-;11002R;11002;Ter Rivieren;Antwerpen;10000;Ter Rivieren (11002R05-);Deurne
11002R099;11002R;11002;Rivierenhof-Noord;Antwerpen;10000;Rivierenhof-Noord (11002R099);Deurne
11002R101;11002R;11002;Kronenburg;Antwerpen;10000;Kronenburg (11002R101);Deurne
11002R110;11002R;11002;Bisschoppenhof;Antwerpen;10000;Bisschoppenhof (11002R110);Deurne
11002R12-;11002R;11002;Conforta;Antwerpen;10000;Conforta (11002R12-);Deurne
11002R13-;11002R;11002;Ten Eekhove;Antwerpen;10000;Ten Eekhove (11002R13-);Deurne
11002R172;11002R;11002;Kanaal;Antwerpen;10000;Kanaal (11002R172);Deurne
11002R180;11002R;11002;Brem;Antwerpen;10000;Brem (11002R180);Deurne
11002R19-;11002R;11002;Kruininge;Antwerpen;10000;Kruininge (11002R19-);Deurne
11002R20-;11002R;11002;Venneborg;Antwerpen;10000;Venneborg (11002R20-);Deurne
11002R21-;11002R;11002;Mortelhoek;Antwerpen;10000;Mortelhoek (11002R21-);Deurne
11002R22-;11002R;11002;Ertbrugge;Antwerpen;10000;Ertbrugge (11002R22-);Deurne
11002R23-;11002R;11002;Zwarte Arend;Antwerpen;10000;Zwarte Arend (11002R23-);Deurne
11002R24-;11002R;11002;Schotensteenweg;Antwerpen;10000;Schotensteenweg (11002R24-);Deurne
11002R28-;11002R;11002;Ruggeveld;Antwerpen;10000;Ruggeveld (11002R28-);Deurne
11002R29-;11002R;11002;Ertbrugge Veld;Antwerpen;10000;Ertbrugge Veld (11002R29-);Deurne
11002R30-;11002R;11002;'t Mestputteke;Antwerpen;10000;'t Mestputteke (11002R30-);Deurne
11002R31-;11002R;11002;Driekoningen;Antwerpen;10000;Driekoningen (11002R31-);Deurne
11002R32-;11002R;11002;Arena;Antwerpen;10000;Arena (11002R32-);Deurne
11002R33-;11002R;11002;Kriekenhof;Antwerpen;10000;Kriekenhof (11002R33-);Deurne
11002R34-;11002R;11002;Muggenberg;Antwerpen;10000;Muggenberg (11002R34-);Deurne
11002R35-;11002R;11002;Morkhoven;Antwerpen;10000;Morkhoven (11002R35-);Deurne
11002R39-;11002R;11002;Boterlaarhof;Antwerpen;10000;Boterlaarhof (11002R39-);Deurne
11002R401;11002R;11002;Boekenberg;Antwerpen;10000;Boekenberg (11002R401);Deurne
11002R41-;11002R;11002;Drakenhof;Antwerpen;10000;Drakenhof (11002R41-);Deurne
11002R42-;11002R;11002;Boekenberglei;Antwerpen;10000;Boekenberglei (11002R42-);Deurne
