statsec;deelgemeente;gemeente;statsec_naam;gemeente_naam;provincie;statsec_naam_lang;deelgemeente_naam
92101F02-;92101F;92101;Mausta - Bati;Profondeville; ;Mausta - Bati (92101F02-);Bois-de-Villers
92101F03-;92101F;92101;Six-Bras;Profondeville; ;Six-Bras (92101F03-);Bois-de-Villers
92101F042;92101F;92101;Chene A L'image;Profondeville; ;Chene A L'image (92101F042);Bois-de-Villers
92101F052;92101F;92101;Chestia;Profondeville; ;Chestia (92101F052);Bois-de-Villers
92101F081;92101F;92101;Aux Vivis;Profondeville; ;Aux Vivis (92101F081);Bois-de-Villers
92101F091;92101F;92101;L'ange - Frechau - Meurette;Profondeville; ;L'ange - Frechau - Meurette (92101F091);Bois-de-Villers
92101F183;92101F;92101;Stordoir - Charlerie;Profondeville; ;Stordoir - Charlerie (92101F183);Bois-de-Villers
92101F192;92101F;92101;Haute-Charlerie;Profondeville; ;Haute-Charlerie (92101F192);Bois-de-Villers
92101ZZZZ;92101ONBE;92101;Profondeville - niet te lokaliseren;Profondeville; ;Profondeville - niet te lokaliseren (92101ZZZZ);Profondeville - niet te lokaliseren
92114A00-;92114A;92114;Sombreffe-Centre;Sombreffe; ;Sombreffe-Centre (92114A00-);Sombreffe
92114A01-;92114A;92114;La Buse;Sombreffe; ;La Buse (92114A01-);Sombreffe
92114A02-;92114A;92114;Elveau;Sombreffe; ;Elveau (92114A02-);Sombreffe
92114A030;92114A;92114;Scourmont-Ottiamont-Gironfont;Sombreffe; ;Scourmont-Ottiamont-Gironfont (92114A030);Sombreffe
92114A090;92114A;92114;Sombreffe - Habitations Disp;Sombreffe; ;Sombreffe - Habitations Disp (92114A090);Sombreffe
92114A10-;92114A;92114;Bruyeres-Centre;Sombreffe; ;Bruyeres-Centre (92114A10-);Sombreffe
92114A19-;92114A;92114;Bruyeres - Habitations Disp;Sombreffe; ;Bruyeres - Habitations Disp (92114A19-);Sombreffe
92114A20-;92114A;92114;Ardenelle-Centre;Sombreffe; ;Ardenelle-Centre (92114A20-);Sombreffe
92114A29-;92114A;92114;Ardenelle - Habitations Disp;Sombreffe; ;Ardenelle - Habitations Disp (92114A29-);Sombreffe
92114B00-;92114B;92114;Tongrinne - Village;Sombreffe; ;Tongrinne - Village (92114B00-);Tongrinne
92114B01-;92114B;92114;Tongrenelle;Sombreffe; ;Tongrenelle (92114B01-);Tongrinne
92114B09-;92114B;92114;Quart Noble-Pichelin-Gr Borne;Sombreffe; ;Quart Noble-Pichelin-Gr Borne (92114B09-);Tongrinne
92114B10-;92114B;92114;Docq - Humeree;Sombreffe; ;Docq - Humeree (92114B10-);Tongrinne
92114B19-;92114B;92114;Point Du Jour-Cle D'or - Ronce;Sombreffe; ;Point Du Jour-Cle D'or - Ronce (92114B19-);Tongrinne
92114C000;92114C;92114;Boignee-Centre;Sombreffe; ;Boignee-Centre (92114C000);Boign+®e
92114C082;92114C;92114;Croix De Bois;Sombreffe; ;Croix De Bois (92114C082);Boign+®e
92114C091;92114C;92114;Boignee-Habitations Dispersees;Sombreffe; ;Boignee-Habitations Dispersees (92114C091);Boign+®e
92114C172;92114C;92114;Parc Industriel;Sombreffe; ;Parc Industriel (92114C172);Boign+®e
92114C193;92114C;92114;Enclave De Keumiee;Sombreffe; ;Enclave De Keumiee (92114C193);Boign+®e
92114D000;92114D;92114;Ligny-Centre;Sombreffe; ;Ligny-Centre (92114D000);Ligny
92114D012;92114D;92114;Quartier 1815;Sombreffe; ;Quartier 1815 (92114D012);Ligny
92114D091;92114D;92114;Ligny-Habitations Dispersees;Sombreffe; ;Ligny-Habitations Dispersees (92114D091);Ligny
92114D113;92114D;92114;Plomco;Sombreffe; ;Plomco (92114D113);Ligny
92114ZZZZ;92114ONBE;92114;Sombreffe - niet te lokaliseren;Sombreffe; ;Sombreffe - niet te lokaliseren (92114ZZZZ);Sombreffe - niet te lokaliseren
92137A00-;92137A;92137;Auvelais-Centre;Sambreville; ;Auvelais-Centre (92137A00-);Auvelais
92137A010;92137A;92137;Radache - Pont-A-Biesmes;Sambreville; ;Radache - Pont-A-Biesmes (92137A010);Auvelais
92137A020;92137A;92137;Parc - Station;Sambreville; ;Parc - Station (92137A020);Auvelais
92137A03-;92137A;92137;Au Voisin;Sambreville; ;Au Voisin (92137A03-);Auvelais
92137A05-;92137A;92137;Les Termes - La Pecherie;Sambreville; ;Les Termes - La Pecherie (92137A05-);Auvelais
92137A07-;92137A;92137;Usines;Sambreville; ;Usines (92137A07-);Auvelais
92137A09-;92137A;92137;Surmont;Sambreville; ;Surmont (92137A09-);Auvelais
92137A101;92137A;92137;Seuris - Grippelotte - Centre;Sambreville; ;Seuris - Grippelotte - Centre (92137A101);Auvelais
92137A112;92137A;92137;Seuris - Bruyere;Sambreville; ;Seuris - Bruyere (92137A112);Auvelais
92137A19-;92137A;92137;Grippelotte-Bruyere-Hab Disp;Sambreville; ;Grippelotte-Bruyere-Hab Disp (92137A19-);Auvelais
92137A20-;92137A;92137;Le Rominet;Sambreville; ;Le Rominet (92137A20-);Auvelais
92137A21-;92137A;92137;Bois Sainte-Marie;Sambreville; ;Bois Sainte-Marie (92137A21-);Auvelais
92137A22-;92137A;92137;La Sarthe;Sambreville; ;La Sarthe (92137A22-);Auvelais
92137A29-;92137A;92137;La Larronnerie;Sambreville; ;La Larronnerie (92137A29-);Auvelais
92137A37-;92137A;92137;La Vacherie;Sambreville; ;La Vacherie (92137A37-);Auvelais
92137B00-;92137B;92137;Arsimont-Centre;Sambreville; ;Arsimont-Centre (92137B00-);Arsimont
92137B01-;92137B;92137;Le Gay - Grand'route;Sambreville; ;Le Gay - Grand'route (92137B01-);Arsimont
92137B020;92137B;92137;Haut Baty - Centre;Sambreville; ;Haut Baty - Centre (92137B020);Arsimont
92137B032;92137B;92137;L'harzee;Sambreville; ;L'harzee (92137B032);Arsimont
92137B08-;92137B;92137;Haut Baty - Habitations Disp;Sambreville; ;Haut Baty - Habitations Disp (92137B08-);Arsimont
92137B091;92137B;92137;Try De Fosses - Les Fermes;Sambreville; ;Try De Fosses - Les Fermes (92137B091);Arsimont
92137C00-;92137C;92137;Falisolle-Centre;Sambreville; ;Falisolle-Centre (92137C00-);Falisolle
92137C010;92137C;92137;Le Bosquet - Ste Anne;Sambreville; ;Le Bosquet - Ste Anne (92137C010);Falisolle
92137C02-;92137C;92137;Le Roton;Sambreville; ;Le Roton (92137C02-);Falisolle
92137C030;92137C;92137;Les Pierreres;Sambreville; ;Les Pierreres (92137C030);Falisolle
92137C04-;92137C;92137;St Roch;Sambreville; ;St Roch (92137C04-);Falisolle
92137C052;92137C;92137;Falisolle - L'harzee;Sambreville; ;Falisolle - L'harzee (92137C052);Falisolle
92137C081;92137C;92137;La Pature-Les Bois - Hab Disp;Sambreville; ;La Pature-Les Bois - Hab Disp (92137C081);Falisolle
92137C090;92137C;92137;Bois Du Loup - Claminforge;Sambreville; ;Bois Du Loup - Claminforge (92137C090);Falisolle
92137D00-;92137D;92137;Tamines-Centre;Sambreville; ;Tamines-Centre (92137D00-);Tamines
92137D010;92137D;92137;Academie;Sambreville; ;Academie (92137D010);Tamines
92137D020;92137D;92137;Francais - Abattoir;Sambreville; ;Francais - Abattoir (92137D020);Tamines
92137D031;92137D;92137;Cailloux - Soupart;Sambreville; ;Cailloux - Soupart (92137D031);Tamines
92137D072;92137D;92137;Pre Des Haz;Sambreville; ;Pre Des Haz (92137D072);Tamines
92137D091;92137D;92137;Embarsins;Sambreville; ;Embarsins (92137D091);Tamines
92137D101;92137D;92137;Les Alloux - Sainte Barbe;Sambreville; ;Les Alloux - Sainte Barbe (92137D101);Tamines
92137D11-;92137D;92137;La Praille;Sambreville; ;La Praille (92137D11-);Tamines
92137D122;92137D;92137;Val De Sambre;Sambreville; ;Val De Sambre (92137D122);Tamines
92137D19-;92137D;92137;Alloux-Ste Eugenie - Hab Disp;Sambreville; ;Alloux-Ste Eugenie - Hab Disp (92137D19-);Tamines
92137D202;92137D;92137;Les Bacheres;Sambreville; ;Les Bacheres (92137D202);Tamines
92137E00-;92137E;92137;Gorli;Sambreville; ;Gorli (92137E00-);Moignel+®e
92137E01-;92137E;92137;Malonne;Sambreville; ;Malonne (92137E01-);Moignel+®e
92137E08-;92137E;92137;Le Foriet;Sambreville; ;Le Foriet (92137E08-);Moignel+®e
92137E09-;92137E;92137;Sambre Rive;Sambreville; ;Sambre Rive (92137E09-);Moignel+®e
92137F00-;92137F;92137;Velaine-Centre;Sambreville; ;Velaine-Centre (92137F00-);Velaine
92137F011;92137F;92137;La Duve;Sambreville; ;La Duve (92137F011);Velaine
92137F02-;92137F;92137;Le Culot Du Bois;Sambreville; ;Le Culot Du Bois (92137F02-);Velaine
92137F032;92137F;92137;Les Golettes;Sambreville; ;Les Golettes (92137F032);Velaine
92137F042;92137F;92137;Le Prahy;Sambreville; ;Le Prahy (92137F042);Velaine
92137F081;92137F;92137;La Campagne Du Buisson;Sambreville; ;La Campagne Du Buisson (92137F081);Velaine
92137F091;92137F;92137;Farot-Trou D'amot-Poudriere;Sambreville; ;Farot-Trou D'amot-Poudriere (92137F091);Velaine
92137F182;92137F;92137;Grand Vau;Sambreville; ;Grand Vau (92137F182);Velaine
92137G00-;92137G;92137;Keumiee-Centre;Sambreville; ;Keumiee-Centre (92137G00-);Keumi+®e
92137G012;92137G;92137;Cortonoi;Sambreville; ;Cortonoi (92137G012);Keumi+®e
92137G091;92137G;92137;Keumiee-Habitations Dispersees;Sambreville; ;Keumiee-Habitations Dispersees (92137G091);Keumi+®e
92137G191;92137G;92137;Quirini (Enclave Keumiee);Sambreville; ;Quirini (Enclave Keumiee) (92137G191);Keumi+®e
92137ZZZZ;92137ONBE;92137;Sambreville - niet te lokaliseren;Sambreville; ;Sambreville - niet te lokaliseren (92137ZZZZ);Sambreville - niet te lokaliseren
92138A00-;92138A;92138;Forville-Centre;Fernelmont; ;Forville-Centre (92138A00-);Forville
92138A09-;92138A;92138;Bois Baulette;Fernelmont; ;Bois Baulette (92138A09-);Forville
92138A10-;92138A;92138;Seressia-Centre;Fernelmont; ;Seressia-Centre (92138A10-);Forville
92138A19-;92138A;92138;Seressia - Habitations Disp;Fernelmont; ;Seressia - Habitations Disp (92138A19-);Forville
92138A29-;92138A;92138;Gochenee;Fernelmont; ;Gochenee (92138A29-);Forville
92138A30-;92138A;92138;Seron-Centre;Fernelmont; ;Seron-Centre (92138A30-);Forville
92138A382;92138A;92138;Pelaki - Les Arsys - Palais;Fernelmont; ;Pelaki - Les Arsys - Palais (92138A382);Forville
92138A391;92138A;92138;Seron-Habitations Dispersees;Fernelmont; ;Seron-Habitations Dispersees (92138A391);Forville
92138B001;92138B;92138;Bierwart-Centre;Fernelmont; ;Bierwart-Centre (92138B001);Bierwart
92138B012;92138B;92138;Oteppe;Fernelmont; ;Oteppe (92138B012);Bierwart
92138B09-;92138B;92138;Bierwart - Habitations Disp;Fernelmont; ;Bierwart - Habitations Disp (92138B09-);Bierwart
92138C00-;92138C;92138;Pontillas-Centre;Fernelmont; ;Pontillas-Centre (92138C00-);Pontillas
92138C09-;92138C;92138;Pontillas - Habitations Disp;Fernelmont; ;Pontillas - Habitations Disp (92138C09-);Pontillas
92138D00-;92138D;92138;Hingeon-Centre;Fernelmont; ;Hingeon-Centre (92138D00-);Hingeon
92138D09-;92138D;92138;Hingeon-Habitations Dispersees;Fernelmont; ;Hingeon-Habitations Dispersees (92138D09-);Hingeon
92138E000;92138E;92138;Noville-Les-Bois-Centre;Fernelmont; ;Noville-Les-Bois-Centre (92138E000);Noville-les-Bois
92138E090;92138E;92138;Quatre Vents - Les Beguinettes;Fernelmont; ;Quatre Vents - Les Beguinettes (92138E090);Noville-les-Bois
92138E101;92138E;92138;Sart D'avril;Fernelmont; ;Sart D'avril (92138E101);Noville-les-Bois
92138E112;92138E;92138;Quambeau;Fernelmont; ;Quambeau (92138E112);Noville-les-Bois
92138E191;92138E;92138;Tronquoy - Fernelmont;Fernelmont; ;Tronquoy - Fernelmont (92138E191);Noville-les-Bois
92138E1PJ;92138E;92138;Tronquoy - Parc Industriel;Fernelmont; ;Tronquoy - Parc Industriel (92138E1PJ);Noville-les-Bois
92138F00-;92138F;92138;Franc-Waret-Centre;Fernelmont; ;Franc-Waret-Centre (92138F00-);Franc-Waret
92138F0PP;92138F;92138;Franc-Waret-Habitation Disp;Fernelmont; ;Franc-Waret-Habitation Disp (92138F0PP);Franc-Waret
92138F1PJ;92138F;92138;Tronquoy - Parc - Industriel;Fernelmont; ;Tronquoy - Parc - Industriel (92138F1PJ);Franc-Waret
92138G00-;92138G;92138;Marchovelette-Centre;Fernelmont; ;Marchovelette-Centre (92138G00-);Marchovelette
92138G09-;92138G;92138;Marchovelette - Hab Disp;Fernelmont; ;Marchovelette - Hab Disp (92138G09-);Marchovelette
92138H00-;92138H;92138;Tillier-Centre;Fernelmont; ;Tillier-Centre (92138H00-);Tillier
92138H09-;92138H;92138;Tillier-Habitations Dispersees;Fernelmont; ;Tillier-Habitations Dispersees (92138H09-);Tillier
92138J000;92138J;92138;Cortil-Wodon-Centre;Fernelmont; ;Cortil-Wodon-Centre (92138J000);Cortil-Wodon
92138J090;92138J;92138;Cortil-Wodon-Habitations Disp;Fernelmont; ;Cortil-Wodon-Habitations Disp (92138J090);Cortil-Wodon
92138J100;92138J;92138;Hambraine-Centre;Fernelmont; ;Hambraine-Centre (92138J100);Cortil-Wodon
92138J190;92138J;92138;Hambraine - Habitations Disp;Fernelmont; ;Hambraine - Habitations Disp (92138J190);Cortil-Wodon
92138K001;92138K;92138;Hemptinne-Centre;Fernelmont; ;Hemptinne-Centre (92138K001);Hemptinne
92138K012;92138K;92138;La Gohiette;Fernelmont; ;La Gohiette (92138K012);Hemptinne
92138K023;92138K;92138;Hemptinne Fermes;Fernelmont; ;Hemptinne Fermes (92138K023);Hemptinne
92138K09-;92138K;92138;Hemptinne-Habitations Disp;Fernelmont; ;Hemptinne-Habitations Disp (92138K09-);Hemptinne
92138ZZZZ;92138ONBE;92138;Fernelmont - niet te lokaliseren;Fernelmont; ;Fernelmont - niet te lokaliseren (92138ZZZZ);Fernelmont - niet te lokaliseren
92140A00-;92140A;92140;Jemeppe-Centre;Jemeppe-Sur-Sambre; ;Jemeppe-Centre (92140A00-);Jemeppe
92140A01-;92140A;92140;Cite Des Roses;Jemeppe-Sur-Sambre; ;Cite Des Roses (92140A01-);Jemeppe
92140A020;92140A;92140;Sur Les Tienes -Fond Des Cuves;Jemeppe-Sur-Sambre; ;Sur Les Tienes -Fond Des Cuves (92140A020);Jemeppe
92140A032;92140A;92140;Les Cerisiers;Jemeppe-Sur-Sambre; ;Les Cerisiers (92140A032);Jemeppe
92140A043;92140A;92140;Comognes - Pre Fleuri;Jemeppe-Sur-Sambre; ;Comognes - Pre Fleuri (92140A043);Jemeppe
92140A081;92140A;92140;Les Comognes - Habit Disp;Jemeppe-Sur-Sambre; ;Les Comognes - Habit Disp (92140A081);Jemeppe
92140A09-;92140A;92140;Orneau Ouest;Jemeppe-Sur-Sambre; ;Orneau Ouest (92140A09-);Jemeppe
92140A101;92140A;92140;Grand Bois -Les Brules -Centre;Jemeppe-Sur-Sambre; ;Grand Bois -Les Brules -Centre (92140A101);Jemeppe
92140A111;92140A;92140;Solvay-Habitat;Jemeppe-Sur-Sambre; ;Solvay-Habitat (92140A111);Jemeppe
92140A122;92140A;92140;Cite Des Acacias;Jemeppe-Sur-Sambre; ;Cite Des Acacias (92140A122);Jemeppe
92140A172;92140A;92140;Solvay Industrie;Jemeppe-Sur-Sambre; ;Solvay Industrie (92140A172);Jemeppe
92140A190;92140A;92140;Grand Bois-Brules-Hab Disp -O;Jemeppe-Sur-Sambre; ;Grand Bois-Brules-Hab Disp -O (92140A190);Jemeppe
92140A21-;92140A;92140;La Sarte;Jemeppe-Sur-Sambre; ;La Sarte (92140A21-);Jemeppe
92140B00-;92140B;92140;Balatre-Centre;Jemeppe-Sur-Sambre; ;Balatre-Centre (92140B00-);Bal+ótre
92140B09-;92140B;92140;Balatre-Habitations Dispersees;Jemeppe-Sur-Sambre; ;Balatre-Habitations Dispersees (92140B09-);Bal+ótre
92140C00-;92140C;92140;Saint-Martin-Centre;Jemeppe-Sur-Sambre; ;Saint-Martin-Centre (92140C00-);Saint-Martin
92140C09-;92140C;92140;Saint-Martin-Habitations Disp;Jemeppe-Sur-Sambre; ;Saint-Martin-Habitations Disp (92140C09-);Saint-Martin
92140D00-;92140D;92140;Onoz-Centre;Jemeppe-Sur-Sambre; ;Onoz-Centre (92140D00-);Onoz
92140D01-;92140D;92140;Vau;Jemeppe-Sur-Sambre; ;Vau (92140D01-);Onoz
92140D09-;92140D;92140;Onoz - Habitations Dispersees;Jemeppe-Sur-Sambre; ;Onoz - Habitations Dispersees (92140D09-);Onoz
92140E00-;92140E;92140;Spy-Centre;Jemeppe-Sur-Sambre; ;Spy-Centre (92140E00-);Spy
92140E01-;92140E;92140;La Sauveniere;Jemeppe-Sur-Sambre; ;La Sauveniere (92140E01-);Spy
92140E021;92140E;92140;Pajot;Jemeppe-Sur-Sambre; ;Pajot (92140E021);Spy
92140E03-;92140E;92140;Vieille Place;Jemeppe-Sur-Sambre; ;Vieille Place (92140E03-);Spy
92140E04-;92140E;92140;Le Chaufour;Jemeppe-Sur-Sambre; ;Le Chaufour (92140E04-);Spy
92140E052;92140E;92140;Cite;Jemeppe-Sur-Sambre; ;Cite (92140E052);Spy
92140E090;92140E;92140;Spy - Habitations Dispersees;Jemeppe-Sur-Sambre; ;Spy - Habitations Dispersees (92140E090);Spy
92140E190;92140E;92140;Hordin;Jemeppe-Sur-Sambre; ;Hordin (92140E190);Spy
92140F000;92140F;92140;Moustier-Centre Village;Jemeppe-Sur-Sambre; ;Moustier-Centre Village (92140F000);Moustier
92140F090;92140F;92140;Moustier - Habitations Disp;Jemeppe-Sur-Sambre; ;Moustier - Habitations Disp (92140F090);Moustier
92140F10-;92140F;92140;Fontenelle - Gare;Jemeppe-Sur-Sambre; ;Fontenelle - Gare (92140F10-);Moustier
92140F111;92140F;92140;Glaceries-Centre;Jemeppe-Sur-Sambre; ;Glaceries-Centre (92140F111);Moustier
92140F172;92140F;92140;Moustier Zone Industrielle;Jemeppe-Sur-Sambre; ;Moustier Zone Industrielle (92140F172);Moustier
92140F190;92140F;92140;Bois Froidmont - Clairs Chenes;Jemeppe-Sur-Sambre; ;Bois Froidmont - Clairs Chenes (92140F190);Moustier
92140F20-;92140F;92140;Froidmont-Centre;Jemeppe-Sur-Sambre; ;Froidmont-Centre (92140F20-);Moustier
92140F29-;92140F;92140;Froidmont - Habitations Disp;Jemeppe-Sur-Sambre; ;Froidmont - Habitations Disp (92140F29-);Moustier
92140G00-;92140G;92140;Mornimont-Centre;Jemeppe-Sur-Sambre; ;Mornimont-Centre (92140G00-);Mornimont
92140G07-;92140G;92140;Mornimont Zone Industrielle;Jemeppe-Sur-Sambre; ;Mornimont Zone Industrielle (92140G07-);Mornimont
92140G100;92140G;92140;Le Rabot - Longwe-Centre;Jemeppe-Sur-Sambre; ;Le Rabot - Longwe-Centre (92140G100);Mornimont
92140G190;92140G;92140;Bois - Habitations Dispersees;Jemeppe-Sur-Sambre; ;Bois - Habitations Dispersees (92140G190);Mornimont
92140H00-;92140H;92140;Ham-Sur-Sambre-Centre;Jemeppe-Sur-Sambre; ;Ham-Sur-Sambre-Centre (92140H00-);Ham-sur-Sambre
92140H01-;92140H;92140;Praule;Jemeppe-Sur-Sambre; ;Praule (92140H01-);Ham-sur-Sambre
92140H021;92140H;92140;Trou De Feral;Jemeppe-Sur-Sambre; ;Trou De Feral (92140H021);Ham-sur-Sambre
92140H03-;92140H;92140;Les Boulis;Jemeppe-Sur-Sambre; ;Les Boulis (92140H03-);Ham-sur-Sambre
92140H042;92140H;92140;Prise Du Baty;Jemeppe-Sur-Sambre; ;Prise Du Baty (92140H042);Ham-sur-Sambre
92140H08-;92140H;92140;Campagne D'en Haut-Grand Bois;Jemeppe-Sur-Sambre; ;Campagne D'en Haut-Grand Bois (92140H08-);Ham-sur-Sambre
92140H090;92140H;92140;Sambre (Vallee De La );Jemeppe-Sur-Sambre; ;Sambre (Vallee De La ) (92140H090);Ham-sur-Sambre
92140ZZZZ;92140ONBE;92140;Jemeppe-Sur-Sambre - niet te lokaliseren;Jemeppe-Sur-Sambre; ;Jemeppe-Sur-Sambre - niet te lokaliseren (92140ZZZZ);Jemeppe-Sur-Sambre - niet te lokaliseren
92141A00-;92141A;92141;Emines-Centre;La Bruyere; ;Emines-Centre (92141A00-);+ëmines
92141A012;92141A;92141;Trieu Des Frenes;La Bruyere; ;Trieu Des Frenes (92141A012);+ëmines
92141A091;92141A;92141;Emines-Habitations Dispersees;La Bruyere; ;Emines-Habitations Dispersees (92141A091);+ëmines
92141B00-;92141B;92141;Rhisnes-Centre;La Bruyere; ;Rhisnes-Centre (92141B00-);Rhisnes
92141B010;92141B;92141;Livot;La Bruyere; ;Livot (92141B010);Rhisnes
92141B02-;92141B;92141;Liesse;La Bruyere; ;Liesse (92141B02-);Rhisnes
92141B091;92141B;92141;Rhisnes-Habitations Dispersees;La Bruyere; ;Rhisnes-Habitations Dispersees (92141B091);Rhisnes
92141C000;92141C;92141;Bovesse-Centre;La Bruyere; ;Bovesse-Centre (92141C000);Bovesse
92141C012;92141C;92141;La Houlette - Les Fermes;La Bruyere; ;La Houlette - Les Fermes (92141C012);Bovesse
92141C091;92141C;92141;Bovesse-Habitations Dispersees;La Bruyere; ;Bovesse-Habitations Dispersees (92141C091);Bovesse
92141C113;92141C;92141;Marette;La Bruyere; ;Marette (92141C113);Bovesse
92141D00-;92141D;92141;Saint-Denis-Centre;La Bruyere; ;Saint-Denis-Centre (92141D00-);Saint-Denis
92141D012;92141D;92141;Le Tri;La Bruyere; ;Le Tri (92141D012);Saint-Denis
92141D023;92141D;92141;Les Trois Bonniers;La Bruyere; ;Les Trois Bonniers (92141D023);Saint-Denis
92141D08-;92141D;92141;Saint-Denis-Station;La Bruyere; ;Saint-Denis-Station (92141D08-);Saint-Denis
92141D091;92141D;92141;Saint-Denis-Habitations Disp;La Bruyere; ;Saint-Denis-Habitations Disp (92141D091);Saint-Denis
92141E001;92141E;92141;Meux-Centre Village;La Bruyere; ;Meux-Centre Village (92141E001);Meux
92141E012;92141E;92141;Alvaux;La Bruyere; ;Alvaux (92141E012);Meux
92141E023;92141E;92141;Bawtia;La Bruyere; ;Bawtia (92141E023);Meux
92141E09-;92141E;92141;Meux - Habitations Dispersees;La Bruyere; ;Meux - Habitations Dispersees (92141E09-);Meux
92141F00-;92141F;92141;Villers-Lez-Heest-Centre;La Bruyere; ;Villers-Lez-Heest-Centre (92141F00-);Villers-lez-Heest
92141F09-;92141F;92141;Villers-Lez-Heest - Hab Disp;La Bruyere; ;Villers-Lez-Heest - Hab Disp (92141F09-);Villers-lez-Heest
92141G00-;92141G;92141;Warisoulx-Centre;La Bruyere; ;Warisoulx-Centre (92141G00-);Warisoulx
92141G01-;92141G;92141;Respaille;La Bruyere; ;Respaille (92141G01-);Warisoulx
92141G09-;92141G;92141;Warisoulx - Habitations Disp;La Bruyere; ;Warisoulx - Habitations Disp (92141G09-);Warisoulx
92141ZZZZ;92141ONBE;92141;La Bruyere - niet te lokaliseren;La Bruyere; ;La Bruyere - niet te lokaliseren (92141ZZZZ);La Bruyere - niet te lokaliseren
92142A00-;92142A-I;92142;Gembloux-Centre;Gembloux; ;Gembloux-Centre (92142A00-);Gembloux
92142A01-;92142A-I;92142;Manufacture - La Vote;Gembloux; ;Manufacture - La Vote (92142A01-);Gembloux
92142A021;92142A-I;92142;Leon Nameche;Gembloux; ;Leon Nameche (92142A021);Gembloux
92142A03-;92142A-I;92142;Coquelet;Gembloux; ;Coquelet (92142A03-);Gembloux
92142A042;92142A-I;92142;Moulin De L'escaille;Gembloux; ;Moulin De L'escaille (92142A042);Gembloux
92142A07-;92142A-I;92142;Gare Sucrerie;Gembloux; ;Gare Sucrerie (92142A07-);Gembloux
92142A091;92142A-I;92142;Enee-Anc Moulin-Agasse-Hab Di;Gembloux; ;Enee-Anc Moulin-Agasse-Hab Di (92142A091);Gembloux
92142A100;92142A-III;92142;Sauveniere-Centre;Gembloux; ;Sauveniere-Centre (92142A100);Sauveni+¿re
92142A110;92142A-III;92142;La Queue-Terre;Gembloux; ;La Queue-Terre (92142A110);Sauveni+¿re
92142A170;92142A-III;92142;Parc Industriel;Gembloux; ;Parc Industriel (92142A170);Sauveni+¿re
92142A180;92142A-III;92142;Moulin Michaux;Gembloux; ;Moulin Michaux (92142A180);Sauveni+¿re
92142A190;92142A-III;92142;Baudecet - Coninsart;Gembloux; ;Baudecet - Coninsart (92142A190);Sauveni+¿re
92142A20-;92142A-IV;92142;Lonzee-Centre;Gembloux; ;Lonzee-Centre (92142A20-);Lonz+®e
92142A210;92142A-IV;92142;Try-Ansquet;Gembloux; ;Try-Ansquet (92142A210);Lonz+®e
92142A220;92142A-IV;92142;Bois Henri;Gembloux; ;Bois Henri (92142A220);Lonz+®e
92142A29-;92142A-IV;92142;Argenton;Gembloux; ;Argenton (92142A29-);Lonz+®e
92142A30-;92142A-V;92142;Grand Manil-Centre;Gembloux; ;Grand Manil-Centre (92142A30-);Grand-Manil
92142A310;92142A-V;92142;Rochette;Gembloux; ;Rochette (92142A310);Grand-Manil
92142A320;92142A-V;92142;Malplaquee - Moha;Gembloux; ;Malplaquee - Moha (92142A320);Grand-Manil
92142A332;92142A-V;92142;Chateau De La Tour;Gembloux; ;Chateau De La Tour (92142A332);Grand-Manil
92142A391;92142A-V;92142;Grand Manil-Habitations Disp;Gembloux; ;Grand Manil-Habitations Disp (92142A391);Grand-Manil
92142A40-;92142A-II;92142;Ernage-Centre;Gembloux; ;Ernage-Centre (92142A40-);Ernage
92142A49-;92142A-II;92142;Ernage-Habitations Dispersees;Gembloux; ;Ernage-Habitations Dispersees (92142A49-);Ernage
92142A51-;92142A-I;92142;Le Brutia - Chapelle Dieu;Gembloux; ;Le Brutia - Chapelle Dieu (92142A51-);Gembloux
92142A520;92142A-I;92142;Le Bati De Fleurus;Gembloux; ;Le Bati De Fleurus (92142A520);Gembloux
92142A592;92142A-I;92142;A Tous Vents;Gembloux; ;A Tous Vents (92142A592);Gembloux
92142A611;92142A-I;92142;L'agasse - Francois Bovesse;Gembloux; ;L'agasse - Francois Bovesse (92142A611);Gembloux
92142A622;92142A-I;92142;La Marcelle;Gembloux; ;La Marcelle (92142A622);Gembloux
92142A632;92142A-I;92142;Buisson St Guibert;Gembloux; ;Buisson St Guibert (92142A632);Gembloux
92142A693;92142A-I;92142;Parc De Lathuy;Gembloux; ;Parc De Lathuy (92142A693);Gembloux
92142B00-;92142B;92142;Grand-Leez-Centre;Gembloux; ;Grand-Leez-Centre (92142B00-);Grand-Leez
92142B01-;92142B;92142;Taravisee;Gembloux; ;Taravisee (92142B01-);Grand-Leez
92142B022;92142B;92142;Etang;Gembloux; ;Etang (92142B022);Grand-Leez
92142B082;92142B;92142;Leez Autoroute;Gembloux; ;Leez Autoroute (92142B082);Grand-Leez
92142B091;92142B;92142;Grand-Leez - Habitations Disp;Gembloux; ;Grand-Leez - Habitations Disp (92142B091);Grand-Leez
92142B10-;92142B;92142;Petit-Leez-Centre;Gembloux; ;Petit-Leez-Centre (92142B10-);Grand-Leez
92142B19-;92142B;92142;Petit-Leez - Habitations Disp;Gembloux; ;Petit-Leez - Habitations Disp (92142B19-);Grand-Leez
92142C000;92142C;92142;Beuzet-Centre;Gembloux; ;Beuzet-Centre (92142C000);Beuzet
92142C010;92142C;92142;La Bourgogne;Gembloux; ;La Bourgogne (92142C010);Beuzet
